customer_id,signup_date,country,acquisition_channel,is_subscribed
238,2023-11-22,DE,Email,0
239,2023-12-15,FR,Email,0
240,2023-09-16,UK,Paid Ads,0
241,2023-05-28,UK,Paid Ads,1
242,2023-09-09,ES,Organic,0
243,2023-12-12,IT,Organic,1
244,2023-05-27,UK,Paid Ads,0
245,2023-05-28,US,Paid Ads,0
246,2023-12-18,UK,Organic,1
247,2023-07-18,UK,Email,1
248,2023-11-04,UK,Organic,0
249,2023-05-08,UK,Organic,1
250,2023-02-08,FR,Organic,1
251,2023-12-04,US,Paid Ads,0
252,2023-12-26,UK,Organic,0
253,2023-05-09,UK,Organic,0
254,2023-09-24,ES,Paid Ads,0
255,2023-05-31,UK,Paid Ads,1
256,2023-10-25,DE,Paid Ads,1
257,2023-04-09,UK,Organic,0
258,2023-09-20,DE,Paid Ads,0
259,2023-09-09,UK,Paid Ads,1
260,2023-05-24,UK,Organic,1
261,2023-12-12,UK,Email,1
262,2023-04-22,UK,Paid Ads,0
263,2023-03-01,US,Organic,1
264,2023-01-02,FR,Social,0
265,2023-10-31,UK,Email,0
266,2023-09-11,UK,Social,0
267,2023-05-20,US,Referral,0
268,2023-02-06,DE,Organic,1
269,2023-06-09,NL,Organic,1
270,2023-01-09,DE,Referral,0
271,2023-08-21,US,Social,1
272,2023-04-09,DE,Paid Ads,1
273,2023-05-27,IT,Email,0
274,2023-10-31,ES,Organic,0
275,2023-07-27,UK,Paid Ads,0
276,2023-05-11,UK,Social,1
277,2023-06-01,UK,Email,1
278,2023-02-23,US,Social,0
279,2023-04-30,FR,Email,0
280,2023-06-10,US,Paid Ads,0
281,2023-04-26,UK,Paid Ads,1
282,2023-03-16,FR,Social,1
283,2023-04-23,ES,Paid Ads,0
284,2023-04-14,UK,Organic,1
285,2023-12-06,FR,Paid Ads,1
286,2023-09-11,US,Paid Ads,1
287,2023-08-15,IT,Organic,0
288,2023-04-22,ES,Referral,1
289,2023-04-09,US,Organic,1
290,2023-06-02,FR,Paid Ads,0
291,2023-12-15,IT,Email,1
292,2023-12-04,US,Paid Ads,0
293,2023-07-13,UK,Email,0
294,2023-11-06,ES,Organic,0
295,2023-06-12,UK,Social,1
296,2023-07-27,US,Organic,0
297,2023-06-18,IT,Organic,1
298,2023-06-10,FR,Email,1
299,2023-03-09,US,Email,0
300,2023-10-16,UK,Organic,0
301,2023-10-04,US,Social,1
302,2023-10-31,UK,Paid Ads,1
303,2023-05-15,UK,Social,1
304,2023-07-14,FR,Paid Ads,0
305,2023-05-08,UK,Paid Ads,0
306,2023-02-02,US,Paid Ads,0
307,2023-06-25,US,Organic,0
308,2023-01-22,NL,Paid Ads,0
309,2023-08-26,US,Paid Ads,1
310,2023-06-07,UK,Organic,1
311,2023-02-07,UK,Organic,0
312,2023-08-18,DE,Organic,1
313,2023-12-31,DE,Email,0
314,2023-02-20,US,Paid Ads,1
315,2023-09-21,US,Email,0
316,2023-10-10,UK,Social,1
317,2023-01-27,US,Paid Ads,1
318,2023-08-14,US,Social,0
319,2023-10-04,UK,Organic,1
320,2023-10-13,UK,Organic,0
321,2023-04-07,UK,Paid Ads,1
322,2023-10-11,UK,Paid Ads,0
323,2023-11-13,DE,Email,1
324,2023-10-31,UK,Paid Ads,0
325,2023-05-27,UK,Organic,0
326,2023-01-04,UK,Referral,0
327,2023-02-04,NL,Paid Ads,0
328,2023-07-11,IT,Organic,1
329,2023-02-18,UK,Paid Ads,0
330,2023-01-17,UK,Social,0
331,2023-06-21,UK,Email,0
332,2023-08-08,US,Paid Ads,0
333,2023-06-07,UK,Organic,1
334,2023-02-15,FR,Organic,0
335,2023-01-06,US,Paid Ads,1
336,2023-04-09,IT,Email,0
337,2023-08-21,UK,Organic,1
338,2023-02-06,ES,Organic,1
339,2023-10-07,ES,Social,0
340,2023-12-15,UK,Email,0
341,2023-10-29,US,Paid Ads,0
342,2023-06-30,UK,Organic,0
343,2023-04-05,UK,Organic,0
344,2023-04-09,UK,Organic,0
345,2023-07-07,DE,Paid Ads,1
346,2023-04-26,US,Organic,0
347,2023-07-10,IT,Email,0
348,2023-09-10,UK,Social,0
349,2023-06-10,NL,Organic,0
350,2023-09-13,UK,Paid Ads,0
351,2023-11-19,ES,Referral,1
352,2023-05-08,UK,Social,0
353,2023-01-18,UK,Email,0
354,2023-10-08,IT,Organic,0
355,2023-08-11,UK,Organic,1
356,2023-02-23,FR,Email,0
357,2023-02-27,DE,Referral,0
358,2023-11-19,US,Organic,0
359,2023-12-26,US,Paid Ads,0
360,2023-06-23,FR,Email,1
361,2023-10-07,UK,Organic,0
362,2023-04-24,FR,Email,0
363,2023-10-15,IT,Organic,1
364,2023-12-08,UK,Email,1
365,2023-05-31,UK,Paid Ads,1
366,2023-05-07,FR,Organic,0
367,2023-06-04,US,Referral,0
368,2023-09-30,US,Email,0
369,2023-04-14,UK,Social,0
370,2023-10-26,US,Organic,0
371,2023-09-03,UK,Referral,0
372,2023-06-25,US,Paid Ads,1
373,2023-02-08,ES,Paid Ads,1
374,2023-06-19,UK,Email,0
375,2023-09-04,US,Organic,1
376,2023-01-26,NL,Organic,1
377,2023-12-21,FR,Paid Ads,1
378,2023-11-02,ES,Organic,1
379,2023-01-13,US,Social,1
380,2023-11-12,ES,Paid Ads,0
381,2023-11-09,UK,Paid Ads,1
382,2023-02-05,UK,Email,1
383,2023-06-22,UK,Paid Ads,1
384,2023-01-20,US,Paid Ads,0
385,2023-11-17,ES,Organic,0
386,2023-09-21,UK,Organic,0
387,2023-05-22,FR,Organic,0
388,2023-05-23,FR,Referral,1
389,2023-04-02,DE,Paid Ads,1
390,2023-12-20,US,Organic,1
391,2023-11-18,DE,Paid Ads,0
392,2023-10-15,UK,Organic,0
393,2023-08-03,UK,Social,1
394,2023-12-08,NL,Organic,1
395,2023-02-20,UK,Email,0
396,2023-06-02,UK,Paid Ads,1
397,2023-07-05,IT,Paid Ads,0
398,2023-03-04,UK,Organic,0
399,2023-07-09,FR,Social,0
400,2023-05-05,UK,Organic,0
401,2023-05-30,US,Paid Ads,1
402,2023-11-10,UK,Social,0
403,2023-02-27,UK,Email,0
404,2023-12-08,US,Paid Ads,1
405,2023-11-01,FR,Social,0
406,2023-06-29,US,Referral,0
407,2023-06-19,IT,Organic,1
408,2023-11-22,UK,Paid Ads,0
409,2023-09-28,US,Organic,1
410,2023-02-23,DE,Organic,0
411,2023-04-11,IT,Email,1
412,2023-09-21,UK,Paid Ads,0
413,2023-02-22,DE,Organic,1
414,2023-03-01,IT,Email,1
415,2023-04-18,UK,Organic,0
416,2023-01-05,IT,Social,0
417,2023-04-13,UK,Social,0
418,2023-07-15,FR,Social,0
419,2023-09-19,IT,Email,0
420,2023-12-31,FR,Organic,0
421,2023-12-16,US,Paid Ads,1
422,2023-02-16,UK,Organic,1
423,2023-12-21,IT,Organic,1
424,2023-11-07,US,Paid Ads,1
425,2023-11-04,UK,Organic,1
426,2023-05-24,FR,Social,0
427,2023-09-26,US,Social,0
428,2023-05-04,UK,Organic,0
429,2023-04-16,UK,Paid Ads,0
430,2023-06-07,UK,Paid Ads,1
431,2023-05-27,DE,Email,1
432,2023-05-25,DE,Referral,0
433,2023-04-30,US,Organic,0
434,2023-11-15,ES,Paid Ads,0
435,2023-10-02,IT,Paid Ads,0
436,2023-04-02,DE,Social,1
437,2023-02-27,UK,Organic,1
438,2023-12-12,FR,Organic,1
439,2023-08-17,US,Email,1
440,2023-04-27,DE,Email,0
441,2023-11-14,DE,Email,1
442,2023-10-06,US,Paid Ads,0
443,2023-05-07,IT,Referral,1
444,2023-05-09,UK,Paid Ads,0
445,2023-02-27,FR,Organic,0
446,2023-05-02,UK,Paid Ads,0
447,2023-01-01,IT,Organic,1
448,2023-08-27,UK,Organic,0
449,2023-10-17,UK,Social,0
450,2023-04-06,UK,Organic,1
451,2023-05-06,US,Social,1
452,2023-04-28,UK,Organic,1
453,2023-02-17,DE,Organic,1
454,2023-03-30,US,Paid Ads,1
455,2023-08-25,UK,Email,0
456,2023-09-29,UK,Paid Ads,1
457,2023-07-08,ES,Email,0
458,2023-07-11,FR,Organic,0
459,2023-03-10,FR,Social,0
460,2023-10-05,FR,Organic,1
461,2023-12-15,UK,Email,0
462,2023-09-04,UK,Paid Ads,1
463,2023-03-17,UK,Email,1
464,2023-06-03,ES,Referral,1
465,2023-05-24,NL,Organic,0
466,2023-03-27,US,Social,0
467,2023-07-04,UK,Organic,1
468,2023-10-12,UK,Organic,0
469,2023-08-08,UK,Email,1
470,2023-03-10,DE,Organic,0
471,2023-02-16,UK,Organic,0
472,2023-04-04,IT,Paid Ads,1
473,2023-08-26,US,Email,1
474,2023-07-23,IT,Organic,0
475,2023-08-06,ES,Paid Ads,0
476,2023-12-07,ES,Referral,1
477,2023-02-08,DE,Email,0
478,2023-04-10,DE,Social,1
479,2023-10-16,DE,Email,0
480,2023-09-11,DE,Referral,1
481,2023-08-10,DE,Paid Ads,0
482,2023-12-23,NL,Organic,0
483,2023-01-23,FR,Referral,0
484,2023-09-07,ES,Social,0
485,2023-01-10,IT,Referral,0
486,2023-09-03,UK,Organic,1
487,2023-11-21,UK,Paid Ads,1
488,2023-04-10,US,Paid Ads,1
489,2023-10-17,US,Referral,1
490,2023-06-29,ES,Referral,0
491,2023-08-11,US,Paid Ads,1
492,2023-09-07,DE,Organic,1
493,2023-05-27,US,Social,0
494,2023-04-06,UK,Referral,0
495,2023-09-14,DE,Organic,0
496,2023-11-21,ES,Organic,1
497,2023-01-04,UK,Social,1
498,2023-01-16,DE,Email,0
499,2023-10-07,DE,Paid Ads,0
500,2023-12-02,UK,Organic,1
501,2023-09-04,UK,Organic,0
502,2023-09-15,NL,Organic,0
503,2023-06-09,US,Paid Ads,0
504,2023-12-06,UK,Paid Ads,1
505,2023-06-01,UK,Paid Ads,0
506,2023-06-27,FR,Referral,0
507,2023-06-12,DE,Organic,0
508,2023-02-02,DE,Organic,0
509,2023-06-28,UK,Organic,0
510,2023-04-11,IT,Organic,0
511,2023-09-25,US,Organic,0
512,2023-11-19,UK,Paid Ads,0
513,2023-03-06,US,Email,0
514,2023-06-17,US,Email,0
515,2023-11-26,IT,Email,0
516,2023-02-12,IT,Referral,0
517,2023-02-13,UK,Referral,1
518,2023-10-12,IT,Organic,0
519,2023-01-12,ES,Social,0
520,2023-04-05,IT,Organic,0
521,2023-10-29,UK,Organic,0
522,2023-09-10,DE,Organic,1
523,2023-08-30,UK,Social,1
524,2023-02-04,ES,Social,0
525,2023-08-03,UK,Email,0
526,2023-12-03,DE,Paid Ads,1
527,2023-03-31,UK,Paid Ads,0
528,2023-09-21,UK,Social,0
529,2023-04-03,DE,Referral,0
530,2023-03-31,IT,Social,0
531,2023-04-25,DE,Organic,1
532,2023-04-15,IT,Organic,0
533,2023-07-15,UK,Email,0
534,2023-11-10,US,Organic,0
535,2023-04-24,US,Social,0
536,2023-03-16,UK,Paid Ads,1
537,2023-08-05,DE,Social,0
538,2023-10-04,FR,Organic,0
539,2023-09-06,DE,Referral,0
540,2023-06-13,FR,Paid Ads,0
541,2023-12-23,DE,Paid Ads,0
542,2023-07-11,UK,Paid Ads,0
543,2023-08-15,UK,Social,0
544,2023-06-26,DE,Referral,0
545,2023-04-09,UK,Organic,1
546,2023-02-05,UK,Social,1
547,2023-04-06,US,Organic,0
548,2023-06-01,DE,Organic,0
549,2023-05-31,UK,Organic,1
550,2023-07-09,FR,Email,0
551,2023-08-12,DE,Organic,0
552,2023-02-06,UK,Organic,0
553,2023-09-25,ES,Social,1
554,2023-07-02,DE,Email,1
555,2023-01-13,DE,Organic,0
556,2023-10-06,DE,Email,1
557,2023-08-05,UK,Social,0
558,2023-12-21,FR,Organic,0
559,2023-12-27,US,Email,0
560,2023-10-13,IT,Paid Ads,0
561,2023-09-30,ES,Referral,1
562,2023-03-03,DE,Paid Ads,1
563,2023-03-25,UK,Referral,0
564,2023-08-05,UK,Organic,0
565,2023-12-08,UK,Email,1
566,2023-07-06,US,Organic,1
567,2023-01-19,UK,Paid Ads,1
568,2023-06-26,US,Organic,0
569,2023-04-10,UK,Email,1
570,2023-08-21,NL,Organic,1
571,2023-03-17,UK,Paid Ads,0
572,2023-09-22,IT,Paid Ads,1
573,2023-10-11,IT,Email,0
574,2023-07-25,US,Paid Ads,1
575,2023-08-11,FR,Email,0
576,2023-02-21,US,Organic,1
577,2023-12-05,DE,Organic,1
578,2023-05-24,UK,Paid Ads,0
579,2023-03-10,UK,Social,1
580,2023-04-09,DE,Organic,0
581,2023-01-25,US,Organic,1
582,2023-02-22,DE,Organic,1
583,2023-05-31,UK,Paid Ads,0
584,2023-05-24,US,Organic,0
585,2023-02-26,UK,Email,0
586,2023-02-08,UK,Organic,0
587,2023-04-19,UK,Organic,0
588,2023-06-30,UK,Organic,1
589,2023-02-11,UK,Paid Ads,0
590,2023-07-05,ES,Referral,1
591,2023-08-11,UK,Organic,1
592,2023-05-02,FR,Social,1
593,2023-05-13,UK,Organic,0
594,2023-06-12,IT,Referral,1
595,2023-08-03,US,Paid Ads,0
596,2023-08-09,UK,Organic,1
597,2023-08-23,US,Email,1
598,2023-11-27,US,Email,0
599,2023-05-26,DE,Organic,0
600,2023-08-27,UK,Paid Ads,0
601,2023-03-17,NL,Organic,1
602,2023-01-09,US,Referral,0
603,2023-03-15,UK,Organic,1
604,2023-09-10,FR,Email,0
605,2023-08-18,US,Organic,0
606,2023-01-07,ES,Organic,0
607,2023-06-23,US,Organic,0
608,2023-05-21,FR,Organic,0
609,2023-06-17,UK,Paid Ads,1
610,2023-06-19,ES,Organic,1
611,2023-10-10,FR,Email,1
612,2023-05-02,UK,Organic,1
613,2023-07-13,UK,Referral,0
614,2023-01-05,UK,Paid Ads,1
615,2023-01-29,NL,Social,0
616,2023-06-14,UK,Social,0
617,2023-12-05,US,Email,0
618,2023-05-16,UK,Email,0
619,2023-12-31,US,Organic,0
620,2023-11-17,DE,Email,1
621,2023-12-08,NL,Social,0
622,2023-05-25,US,Organic,1
623,2023-11-23,ES,Paid Ads,0
624,2023-08-05,US,Organic,1
625,2023-10-28,UK,Paid Ads,1
626,2023-05-12,UK,Paid Ads,0
627,2023-10-19,DE,Paid Ads,0
628,2023-03-11,NL,Paid Ads,0
629,2023-09-09,IT,Social,1
630,2023-10-02,UK,Paid Ads,1
631,2023-12-30,UK,Email,1
632,2023-07-01,UK,Organic,0
633,2023-06-16,IT,Paid Ads,0
634,2023-04-01,IT,Paid Ads,1
635,2023-07-21,ES,Organic,0
636,2023-12-12,US,Organic,1
637,2023-01-19,US,Paid Ads,0
638,2023-02-08,US,Paid Ads,1
639,2023-05-06,UK,Paid Ads,0
640,2023-06-22,US,Organic,0
641,2023-05-21,UK,Organic,1
642,2023-08-30,UK,Paid Ads,1
643,2023-08-08,IT,Organic,1
644,2023-05-06,ES,Organic,1
645,2023-02-27,US,Organic,0
646,2023-05-28,US,Organic,1
647,2023-11-13,US,Organic,1
648,2023-12-27,FR,Organic,1
649,2023-01-01,ES,Organic,1
650,2023-12-14,ES,Referral,1
651,2023-07-09,FR,Organic,1
652,2023-07-10,UK,Paid Ads,0
653,2023-11-08,UK,Social,0
654,2023-04-27,US,Email,0
655,2023-05-14,UK,Organic,1
656,2023-02-27,ES,Social,1
657,2023-02-13,UK,Organic,1
658,2023-06-22,UK,Organic,0
659,2023-06-09,US,Social,0
660,2023-06-22,NL,Email,1
661,2023-11-13,UK,Paid Ads,0
662,2023-10-30,DE,Referral,0
663,2023-05-29,US,Referral,0
664,2023-03-21,UK,Organic,1
665,2023-08-01,US,Organic,1
666,2023-07-22,FR,Paid Ads,1
667,2023-09-09,US,Social,1
668,2023-08-17,IT,Organic,0
669,2023-06-13,UK,Email,1
670,2023-08-15,UK,Organic,0
671,2023-05-27,IT,Paid Ads,1
672,2023-01-20,US,Paid Ads,1
673,2023-02-16,DE,Referral,1
674,2023-08-21,ES,Organic,1
675,2023-11-01,UK,Paid Ads,0
676,2023-01-14,FR,Paid Ads,0
677,2023-05-23,UK,Organic,0
678,2023-01-01,UK,Organic,0
679,2023-02-23,UK,Referral,1
680,2023-09-16,ES,Paid Ads,0
681,2023-05-24,UK,Organic,1
682,2023-01-12,FR,Paid Ads,0
683,2023-11-26,IT,Social,0
684,2023-08-12,US,Organic,1
685,2023-09-29,US,Paid Ads,0
686,2023-12-24,US,Organic,0
687,2023-06-05,UK,Organic,1
688,2023-01-08,US,Organic,1
689,2023-05-02,DE,Paid Ads,1
690,2023-12-14,NL,Email,0
691,2023-06-13,IT,Organic,1
692,2023-03-31,IT,Paid Ads,0
693,2023-05-16,IT,Paid Ads,0
694,2023-07-05,US,Organic,0
695,2023-11-12,FR,Paid Ads,1
696,2023-06-27,IT,Email,0
697,2023-01-28,US,Email,1
698,2023-08-08,NL,Email,0
699,2023-12-23,US,Organic,0
700,2023-02-10,DE,Email,0
701,2023-08-16,FR,Organic,0
702,2023-07-11,NL,Referral,0
703,2023-05-25,UK,Social,1
704,2023-07-20,FR,Organic,0
705,2023-07-31,US,Paid Ads,1
706,2023-08-08,UK,Paid Ads,1
707,2023-08-28,ES,Referral,1
708,2023-02-15,DE,Organic,0
709,2023-02-04,FR,Social,1
710,2023-09-10,UK,Paid Ads,0
711,2023-03-23,US,Organic,0
712,2023-09-13,DE,Organic,0
713,2023-07-16,US,Email,0
714,2023-10-30,UK,Organic,1
715,2023-01-10,NL,Organic,0
716,2023-11-08,US,Paid Ads,0
717,2023-10-13,FR,Paid Ads,0
718,2023-08-30,US,Referral,1
719,2023-09-08,US,Organic,1
720,2023-12-31,US,Email,0
721,2023-01-05,US,Social,1
722,2023-04-29,US,Organic,1
723,2023-10-16,US,Referral,1
724,2023-03-06,US,Social,1
725,2023-05-26,UK,Referral,1
726,2023-08-12,US,Referral,0
727,2023-08-27,UK,Organic,0
728,2023-06-26,UK,Paid Ads,1
729,2023-09-24,IT,Paid Ads,1
730,2023-12-07,DE,Referral,0
731,2023-10-09,FR,Social,1
732,2023-03-04,US,Organic,0
733,2023-08-05,IT,Organic,1
734,2023-12-08,DE,Organic,0
735,2023-11-11,ES,Referral,0
736,2023-10-10,US,Organic,0
737,2023-06-26,NL,Paid Ads,0
738,2023-04-08,ES,Organic,1
739,2023-04-15,IT,Paid Ads,1
740,2023-04-09,UK,Organic,0
741,2023-11-07,UK,Email,0
742,2023-01-06,UK,Paid Ads,1
743,2023-07-16,UK,Social,0
744,2023-12-17,IT,Paid Ads,0
745,2023-05-13,UK,Organic,0
746,2023-12-24,UK,Organic,1
747,2023-09-16,UK,Social,0
748,2023-01-23,UK,Referral,1
749,2023-02-22,UK,Organic,0
750,2023-06-14,ES,Referral,1
751,2023-07-21,DE,Paid Ads,0
752,2023-03-24,UK,Organic,1
753,2023-05-25,US,Organic,1
754,2023-03-26,US,Email,1
755,2023-03-19,UK,Organic,1
756,2023-01-01,FR,Organic,0
757,2023-02-20,FR,Organic,1
758,2023-06-22,FR,Organic,0
759,2023-07-24,FR,Paid Ads,0
760,2023-09-17,UK,Organic,0
761,2023-10-15,NL,Organic,1
762,2023-02-03,ES,Social,1
