order_id,customer_id,order_date,order_value,discount_applied,payment_method
49,22,2024-04-20,95.45,14.32,PayPal
50,22,2023-10-04,167.77,0.0,PayPal
51,22,2024-02-12,128.98,0.0,Apple Pay
52,22,2024-02-09,223.36,0.0,Apple Pay
53,23,2024-07-20,58.23,2.91,PayPal
54,23,2024-03-01,149.26,7.46,PayPal
55,24,2023-06-20,123.47,0.0,Apple Pay
56,24,2024-04-05,115.67,11.57,PayPal
57,24,2023-11-11,36.95,1.85,Google Pay
58,25,2023-12-21,61.74,9.26,Card
59,26,2023-01-25,67.79,6.78,Google Pay
60,26,2023-09-22,139.92,0.0,Google Pay
61,26,2023-05-26,128.77,12.88,Apple Pay
62,26,2024-01-16,40.1,0.0,Apple Pay
63,27,2024-07-02,112.05,11.2,Apple Pay
64,27,2023-12-20,27.27,2.73,Google Pay
65,27,2023-09-13,108.96,10.9,Google Pay
66,27,2024-02-23,202.31,0.0,Apple Pay
67,28,2024-03-18,91.39,0.0,Apple Pay
68,28,2024-02-01,35.61,1.78,PayPal
69,29,2024-08-14,53.27,0.0,Apple Pay
70,30,2024-02-09,15.22,0.0,PayPal
71,31,2023-11-02,65.47,0.0,Apple Pay
72,31,2023-11-25,122.03,0.0,Google Pay
73,31,2023-05-07,84.4,8.44,Apple Pay
74,32,2024-04-07,67.12,10.07,PayPal
75,32,2024-01-16,32.04,0.0,Card
76,33,2024-03-18,84.04,0.0,Google Pay
77,33,2024-05-28,21.87,0.0,PayPal
78,33,2024-06-28,60.04,0.0,Apple Pay
79,34,2024-06-29,8.74,0.44,Google Pay
80,34,2023-12-03,14.18,2.13,Card
81,35,2024-03-27,48.78,0.0,Card
82,35,2023-10-23,87.58,0.0,Apple Pay
83,35,2024-04-11,37.11,1.86,Apple Pay
84,35,2023-07-24,106.53,0.0,Card
85,36,2023-09-14,60.8,6.08,Card
86,37,2023-09-20,70.73,0.0,Apple Pay
87,37,2023-08-04,120.15,12.02,Apple Pay
88,37,2023-09-28,124.42,18.66,Apple Pay
89,37,2024-01-21,58.5,5.85,Google Pay
90,37,2023-10-27,63.74,0.0,PayPal
91,38,2024-03-31,83.79,0.0,PayPal
92,38,2024-12-25,153.07,0.0,Google Pay
93,39,2023-05-13,54.05,2.7,PayPal
94,40,2024-03-21,34.4,0.0,Google Pay
95,40,2023-12-28,107.64,5.38,Card
96,41,2024-04-23,50.94,0.0,PayPal
97,41,2023-11-29,167.78,0.0,Apple Pay
98,42,2023-06-18,69.77,0.0,PayPal
99,42,2023-11-26,99.18,0.0,Google Pay
100,42,2023-11-13,62.23,9.33,Card
101,42,2023-05-31,50.37,5.04,Card
102,43,2024-04-02,89.74,0.0,PayPal
103,43,2023-11-09,23.42,3.51,Card
104,43,2024-03-16,7.63,0.76,Apple Pay
105,44,2023-07-25,206.08,10.3,Card
106,44,2023-07-14,55.17,8.28,Google Pay
107,44,2023-07-28,89.72,8.97,Card
108,45,2024-01-03,39.77,0.0,Google Pay
109,46,2023-12-27,101.79,0.0,Card
110,46,2024-08-11,37.74,1.89,Card
111,47,2024-01-29,72.02,0.0,PayPal
112,48,2024-03-17,103.12,0.0,PayPal
113,48,2023-11-15,202.33,0.0,Card
114,48,2024-07-21,83.49,8.35,Card
115,48,2024-02-27,83.96,4.2,Card
116,48,2024-09-03,27.5,0.0,Google Pay
117,49,2023-06-24,89.34,8.93,Card
118,49,2023-06-05,93.67,0.0,Card
119,49,2024-01-24,118.86,0.0,Apple Pay
120,49,2023-10-16,147.05,7.35,Apple Pay
121,50,2024-05-10,13.23,0.66,Card
122,50,2023-12-06,73.84,0.0,PayPal
123,50,2024-05-10,170.64,25.6,PayPal
124,50,2024-04-24,167.71,16.77,Apple Pay
125,51,2023-12-26,52.1,0.0,PayPal
126,51,2023-04-17,77.15,7.72,PayPal
127,51,2023-08-19,153.54,0.0,Google Pay
128,52,2023-11-08,69.65,10.45,Apple Pay
129,52,2024-08-15,88.2,13.23,PayPal
130,52,2024-01-23,63.03,6.3,Card
131,53,2023-10-30,52.94,0.0,Google Pay
132,54,2024-09-07,36.69,0.0,Apple Pay
133,54,2024-05-07,122.37,18.36,Card
134,55,2023-08-26,104.11,0.0,Apple Pay
135,56,2023-12-31,27.1,0.0,Apple Pay
136,56,2024-08-01,95.06,4.75,PayPal
137,57,2023-09-01,133.6,0.0,Apple Pay
138,57,2024-01-26,58.94,2.95,PayPal
139,58,2024-09-11,77.57,11.64,Google Pay
140,58,2024-01-17,60.7,3.04,PayPal
141,59,2023-02-23,42.43,0.0,Apple Pay
142,59,2023-08-22,328.81,0.0,Google Pay
143,59,2023-11-05,93.5,0.0,Apple Pay
144,60,2024-07-21,110.14,0.0,Apple Pay
145,60,2023-11-20,69.23,0.0,Google Pay
146,60,2023-12-28,13.09,0.65,Apple Pay
147,60,2024-04-05,86.34,12.95,Google Pay
148,60,2023-12-24,44.12,0.0,PayPal
149,61,2024-01-02,67.75,3.39,Google Pay
150,62,2023-05-14,84.09,0.0,Apple Pay
151,62,2023-05-30,8.47,0.0,Card
152,62,2023-11-08,129.41,12.94,PayPal
153,62,2023-08-22,68.03,0.0,Card
154,62,2023-06-09,46.09,0.0,Apple Pay
155,62,2023-07-16,96.13,4.81,Card
156,62,2023-04-16,136.2,0.0,Apple Pay
157,62,2023-06-05,33.31,0.0,Google Pay
158,63,2024-12-17,107.76,0.0,Card
159,63,2024-06-25,220.83,11.04,PayPal
160,64,2023-06-15,108.18,0.0,Google Pay
161,65,2023-08-17,101.24,5.06,Card
162,65,2023-03-24,188.56,9.43,Card
163,66,2023-07-20,39.68,3.97,Apple Pay
164,66,2023-05-26,41.16,0.0,Google Pay
165,66,2023-11-24,77.37,7.74,Google Pay
166,67,2024-07-25,151.26,0.0,Card
167,68,2024-07-24,43.92,0.0,Google Pay
168,69,2023-11-06,116.89,0.0,Card
169,69,2024-05-04,57.81,2.89,Google Pay
170,70,2023-11-30,97.06,0.0,Apple Pay
171,70,2023-09-10,60.79,0.0,Google Pay
172,71,2023-04-16,37.0,1.85,Google Pay
173,71,2023-04-22,36.53,1.83,Apple Pay
174,71,2024-01-01,89.0,0.0,Google Pay
175,72,2023-09-20,230.73,23.07,Google Pay
176,73,2023-07-28,318.66,0.0,Google Pay
177,73,2024-03-05,109.45,5.47,Apple Pay
178,73,2024-03-10,135.41,13.54,PayPal
179,73,2024-02-09,124.45,0.0,Apple Pay
180,74,2024-09-21,145.98,0.0,Apple Pay
181,74,2024-07-18,20.29,2.03,Apple Pay
182,74,2023-11-19,20.73,0.0,PayPal
183,75,2024-07-03,111.08,0.0,PayPal
184,76,2024-08-27,33.68,1.68,Apple Pay
185,77,2024-09-21,55.97,5.6,Apple Pay
186,78,2023-12-08,58.14,5.81,Apple Pay
187,79,2023-12-24,49.06,2.45,PayPal
188,80,2023-11-15,187.47,9.37,Apple Pay
189,80,2023-11-15,58.22,5.82,Card
190,81,2024-08-18,26.56,3.98,Apple Pay
191,82,2024-06-09,122.18,12.22,Google Pay
192,83,2024-07-22,93.39,0.0,Card
193,83,2024-03-10,111.08,0.0,PayPal
194,83,2024-06-11,56.25,0.0,Google Pay
195,83,2023-12-16,51.19,0.0,Google Pay
196,83,2023-11-26,90.37,0.0,PayPal
197,84,2023-09-23,153.01,7.65,Card
198,85,2023-12-26,132.43,19.86,Google Pay
199,85,2024-02-08,79.42,0.0,PayPal
200,85,2024-06-12,181.47,27.22,Apple Pay
201,86,2023-04-18,150.45,22.57,Card
202,87,2024-08-21,223.4,0.0,Card
203,87,2024-06-11,91.9,13.78,Card
204,87,2024-07-02,114.98,11.5,Apple Pay
205,88,2023-10-19,145.21,14.52,Card
206,89,2024-08-27,38.04,3.8,Apple Pay
207,89,2024-06-19,20.97,0.0,Apple Pay
208,89,2024-09-05,94.14,4.71,PayPal
209,89,2024-02-29,109.22,5.46,Apple Pay
210,90,2023-08-09,42.58,4.26,PayPal
211,90,2023-12-16,62.05,0.0,PayPal
212,91,2023-11-14,65.9,3.3,Apple Pay
213,91,2023-02-23,265.14,13.26,PayPal
214,91,2023-07-03,252.98,12.65,Card
215,92,2024-05-05,168.28,16.83,Apple Pay
216,92,2023-06-16,65.81,9.87,Google Pay
217,92,2023-09-06,36.98,3.7,Google Pay
218,93,2023-07-25,51.86,2.59,Apple Pay
219,93,2023-09-07,149.68,0.0,Google Pay
220,94,2024-09-15,162.58,0.0,Google Pay
221,95,2024-01-01,45.43,0.0,Card
222,95,2023-08-13,84.8,4.24,Card
223,95,2023-09-26,261.53,0.0,PayPal
224,96,2024-11-17,194.04,19.4,Google Pay
225,96,2024-06-11,58.89,0.0,Apple Pay
226,96,2024-09-23,89.91,0.0,Card
227,96,2024-07-11,90.63,0.0,Card
228,97,2024-06-14,30.74,1.54,Card
229,97,2024-11-18,149.16,7.46,PayPal
230,97,2024-06-15,52.09,0.0,Apple Pay
231,98,2023-03-17,22.54,1.13,Google Pay
232,98,2023-10-20,116.02,17.4,Apple Pay
233,98,2023-07-01,171.05,0.0,Google Pay
234,98,2023-12-17,15.15,0.0,PayPal
235,98,2023-06-27,51.45,5.14,Apple Pay
236,98,2023-05-26,62.81,0.0,Google Pay
237,98,2023-06-01,46.62,0.0,Card
238,98,2023-07-30,166.11,0.0,Apple Pay
239,98,2023-04-30,11.06,0.0,Google Pay
240,99,2024-02-10,87.85,0.0,Google Pay
241,99,2024-11-01,44.84,0.0,Google Pay
242,100,2023-09-29,280.51,14.03,Google Pay
243,101,2023-09-29,143.23,0.0,PayPal
244,102,2023-12-01,209.33,0.0,Card
245,103,2023-06-23,40.87,0.0,PayPal
246,104,2023-06-10,53.11,2.66,Google Pay
247,104,2023-05-25,42.96,4.3,Apple Pay
248,105,2024-03-19,212.01,0.0,PayPal
249,106,2024-06-02,62.07,3.1,Card
250,107,2024-06-22,183.68,0.0,Google Pay
251,108,2024-05-12,33.2,0.0,PayPal
252,109,2023-10-03,132.32,0.0,Google Pay
253,110,2023-11-28,73.53,3.68,PayPal
254,110,2023-09-02,115.47,0.0,Card
255,111,2024-02-03,122.97,0.0,Card
256,111,2024-01-16,167.46,0.0,Google Pay
257,111,2023-10-02,151.61,0.0,Apple Pay
258,111,2024-03-31,48.03,2.4,Apple Pay
259,112,2023-08-03,182.23,0.0,Apple Pay
260,113,2023-12-22,133.82,6.69,Apple Pay
261,113,2024-07-14,403.08,40.31,PayPal
262,113,2024-05-09,253.48,0.0,PayPal
263,114,2024-06-12,121.52,0.0,Apple Pay
264,115,2023-12-09,101.23,10.12,PayPal
265,115,2023-02-08,58.9,2.94,PayPal
266,116,2023-11-25,36.34,0.0,Card
267,117,2023-12-04,98.81,14.82,PayPal
268,117,2023-03-21,56.73,2.84,Card
269,118,2023-12-11,3.87,0.0,PayPal
270,119,2023-11-14,29.48,4.42,PayPal
271,119,2023-10-30,170.35,0.0,Apple Pay
272,120,2023-09-09,115.07,5.75,PayPal
273,120,2024-03-23,52.79,2.64,PayPal
274,120,2023-04-25,72.57,7.26,PayPal
275,120,2023-05-09,120.35,0.0,Google Pay
276,121,2023-07-08,83.75,4.19,PayPal
277,122,2024-11-06,43.89,2.19,Google Pay
278,123,2024-01-11,53.92,8.09,Card
279,123,2024-04-13,367.51,0.0,PayPal
280,123,2024-02-27,84.5,0.0,Card
281,124,2023-03-09,99.85,0.0,PayPal
282,124,2023-11-23,59.63,5.96,Google Pay
283,125,2023-10-03,138.97,13.9,Google Pay
284,126,2023-12-06,61.24,0.0,Google Pay
285,126,2024-03-30,101.59,10.16,PayPal
286,126,2024-03-12,111.1,0.0,Apple Pay
287,126,2024-04-02,48.01,4.8,Card
288,127,2024-04-30,86.78,8.68,PayPal
289,127,2024-04-26,29.76,0.0,Google Pay
290,127,2024-03-14,143.36,14.34,Card
291,127,2023-07-17,106.66,0.0,PayPal
292,127,2024-04-23,149.76,7.49,Google Pay
293,128,2024-07-05,231.55,0.0,Google Pay
294,128,2024-09-11,143.81,21.57,Google Pay
295,129,2023-03-05,47.26,4.73,PayPal
296,129,2023-12-09,196.69,0.0,PayPal
297,129,2023-06-16,143.63,21.54,Google Pay
298,129,2023-03-07,105.27,0.0,PayPal
299,129,2023-05-24,74.71,0.0,Apple Pay
300,130,2023-12-21,52.69,5.27,Google Pay
301,131,2023-11-05,32.54,0.0,PayPal
302,132,2024-04-27,65.22,6.52,PayPal
303,133,2024-07-28,163.39,0.0,Apple Pay
304,133,2024-02-15,95.16,0.0,PayPal
305,134,2023-12-22,39.07,1.95,PayPal
306,134,2023-08-15,145.87,14.59,Apple Pay
307,134,2024-03-28,56.32,0.0,Apple Pay
308,135,2023-12-17,176.35,0.0,Apple Pay
309,135,2023-11-25,47.16,2.36,PayPal
310,136,2024-02-26,31.55,3.16,Card
311,137,2023-06-27,135.19,0.0,Google Pay
312,138,2023-10-26,101.06,0.0,Card
313,138,2024-06-26,95.1,4.76,Card
314,139,2023-04-16,45.9,0.0,Card
315,140,2024-07-04,47.91,7.19,Google Pay
316,140,2024-08-17,67.51,0.0,Google Pay
317,141,2024-07-17,21.52,1.08,Google Pay
318,141,2024-07-13,79.53,0.0,Google Pay
319,142,2024-01-07,191.53,0.0,Google Pay
320,142,2024-01-25,80.64,8.06,Card
321,143,2023-11-22,132.94,19.94,Google Pay
322,143,2024-02-13,127.25,6.36,PayPal
323,143,2023-12-02,85.92,8.59,Apple Pay
324,143,2023-05-23,134.17,0.0,Card
325,143,2023-03-04,51.56,2.58,Card
326,143,2023-08-19,235.43,0.0,PayPal
327,143,2023-09-07,87.86,0.0,Card
328,144,2024-01-18,49.48,0.0,Card
329,144,2023-05-13,78.0,3.9,Apple Pay
330,144,2023-07-07,32.41,3.24,Google Pay
331,145,2023-11-06,132.03,0.0,PayPal
332,145,2024-01-04,35.0,0.0,Apple Pay
333,145,2024-04-17,87.63,0.0,PayPal
334,146,2023-09-07,153.81,7.69,PayPal
335,146,2024-07-03,87.68,0.0,Card
336,146,2023-11-12,181.3,0.0,Google Pay
337,147,2024-06-16,120.44,0.0,Apple Pay
338,147,2024-06-06,70.68,3.53,Apple Pay
339,147,2024-08-06,20.89,0.0,Card
340,148,2024-01-16,110.66,0.0,Google Pay
341,148,2024-05-03,59.85,5.98,PayPal
342,148,2024-04-18,21.1,1.06,PayPal
343,149,2024-01-30,116.64,0.0,PayPal
344,150,2023-10-04,18.0,0.0,Apple Pay
345,151,2023-05-14,260.99,0.0,PayPal
346,151,2023-11-05,173.48,8.67,Google Pay
347,151,2023-06-25,275.07,27.51,Apple Pay
348,152,2023-04-21,129.9,0.0,PayPal
349,152,2023-08-31,2.17,0.0,PayPal
350,152,2023-12-23,72.88,3.64,Apple Pay
351,153,2024-03-08,197.16,19.72,PayPal
352,153,2023-09-12,162.13,0.0,PayPal
353,153,2023-11-01,185.82,0.0,Apple Pay
354,154,2024-11-17,34.77,1.74,Card
355,154,2024-02-21,29.34,2.93,Card
356,154,2024-09-08,123.24,0.0,Card
357,155,2023-07-31,41.72,6.26,PayPal
358,155,2024-02-13,25.92,0.0,Google Pay
359,155,2024-03-08,111.72,0.0,Google Pay
360,156,2024-02-17,28.72,0.0,Card
361,156,2024-03-23,70.3,0.0,Google Pay
362,157,2023-11-08,90.71,0.0,PayPal
363,157,2023-09-15,44.46,0.0,PayPal
364,158,2024-09-19,56.22,5.62,Apple Pay
365,158,2024-06-23,183.2,0.0,Google Pay
366,158,2024-06-21,162.11,16.21,Google Pay
367,158,2023-11-10,138.74,0.0,Apple Pay
368,159,2024-02-10,58.6,8.79,Apple Pay
369,159,2023-09-16,128.24,0.0,PayPal
370,159,2023-10-06,60.56,3.03,PayPal
371,159,2023-04-01,20.2,2.02,PayPal
372,159,2023-10-27,26.57,0.0,Apple Pay
373,160,2023-09-28,134.44,0.0,Google Pay
374,161,2023-11-16,144.79,14.48,Google Pay
375,161,2023-05-05,121.56,12.16,Card
376,162,2023-03-04,261.5,0.0,Card
377,163,2023-08-21,109.16,0.0,Google Pay
378,163,2024-03-21,137.6,0.0,Card
379,163,2024-02-17,54.18,2.71,PayPal
380,164,2024-05-30,66.76,3.34,PayPal
381,165,2023-07-22,137.7,0.0,Apple Pay
382,165,2023-12-17,62.48,0.0,PayPal
383,165,2023-06-14,79.27,0.0,Card
384,165,2023-11-15,109.73,10.97,Apple Pay
385,166,2024-03-03,85.32,8.53,Card
386,166,2024-01-04,108.12,16.22,PayPal
387,166,2023-04-23,267.99,0.0,Google Pay
388,166,2023-05-01,45.56,0.0,PayPal
389,167,2023-07-03,66.77,0.0,Apple Pay
390,167,2023-11-23,61.56,6.16,Google Pay
391,167,2023-12-31,96.1,14.42,Apple Pay
392,168,2024-03-23,173.44,0.0,Card
393,168,2024-10-25,104.32,0.0,Card
394,168,2024-06-13,67.45,3.37,PayPal
395,169,2023-10-14,107.12,0.0,Google Pay
396,169,2024-07-12,99.76,14.96,Card
397,170,2024-10-24,108.44,0.0,Card
398,170,2024-02-12,106.44,0.0,Apple Pay
399,170,2024-05-19,201.64,0.0,Card
400,171,2023-09-20,37.66,1.88,Google Pay
401,171,2023-08-10,61.86,0.0,Google Pay
402,171,2024-02-06,64.81,6.48,Apple Pay
403,172,2024-03-29,174.55,17.46,Apple Pay
404,172,2024-08-16,143.0,0.0,PayPal
405,172,2024-10-11,104.56,10.46,Apple Pay
406,173,2024-05-26,15.78,0.79,Google Pay
407,173,2024-02-14,82.03,4.1,PayPal
408,173,2024-05-06,74.12,7.41,Apple Pay
409,173,2024-05-29,62.55,3.13,Google Pay
410,173,2024-05-18,49.31,0.0,Apple Pay
411,173,2024-03-15,64.86,3.24,Apple Pay
412,173,2024-05-22,115.72,0.0,PayPal
413,173,2023-09-24,103.63,5.18,Google Pay
414,174,2023-07-29,85.53,4.28,Apple Pay
415,175,2023-10-15,95.29,0.0,Google Pay
416,175,2023-11-22,16.4,0.0,PayPal
417,176,2024-06-11,61.01,0.0,Apple Pay
418,177,2023-11-03,94.0,0.0,PayPal
419,177,2024-01-28,156.35,0.0,Card
420,178,2024-03-11,47.88,0.0,Card
421,178,2023-12-18,55.67,0.0,Google Pay
422,179,2023-09-27,51.19,2.56,Apple Pay
423,179,2023-12-11,76.0,11.4,PayPal
424,179,2023-09-29,34.43,3.44,Apple Pay
425,180,2024-03-16,89.43,0.0,PayPal
426,180,2023-09-21,13.55,0.0,Apple Pay
427,180,2023-12-03,66.55,0.0,PayPal
428,180,2024-01-09,83.42,0.0,Card
429,180,2024-08-27,88.7,0.0,Card
430,181,2024-08-16,69.56,3.48,Apple Pay
431,182,2024-03-19,11.66,0.58,Card
432,182,2024-05-05,56.11,0.0,Apple Pay
433,182,2023-09-26,52.2,5.22,Google Pay
434,182,2024-06-17,60.82,0.0,Google Pay
435,183,2023-08-24,233.18,11.66,PayPal
436,184,2024-11-04,80.83,0.0,PayPal
437,184,2024-04-29,139.47,0.0,Google Pay
438,184,2024-01-12,84.8,0.0,PayPal
439,184,2024-08-01,41.5,6.22,Apple Pay
440,184,2023-12-25,77.1,0.0,Google Pay
441,184,2024-09-07,10.32,0.0,Card
442,185,2023-10-24,266.12,0.0,Google Pay
443,186,2023-11-01,106.27,10.63,Card
444,186,2023-09-20,16.35,2.45,Google Pay
445,186,2024-06-19,251.32,0.0,Google Pay
446,186,2024-04-09,111.15,0.0,PayPal
447,187,2024-03-20,195.94,0.0,PayPal
448,188,2023-10-25,121.69,0.0,Google Pay
449,188,2024-08-20,80.16,0.0,Google Pay
450,188,2023-10-28,375.05,0.0,Google Pay
451,188,2023-09-10,62.04,6.2,Card
452,188,2024-07-31,144.07,0.0,Card
453,188,2024-02-21,40.07,0.0,PayPal
454,189,2023-07-18,24.58,2.46,PayPal
455,189,2023-11-24,145.9,14.59,Card
456,190,2023-07-13,168.29,0.0,PayPal
457,191,2023-12-18,56.94,8.54,PayPal
458,191,2024-04-12,81.39,12.21,Apple Pay
459,191,2024-04-07,340.67,0.0,Apple Pay
460,192,2023-11-04,39.17,0.0,Apple Pay
461,192,2023-11-23,99.94,0.0,PayPal
462,193,2023-10-03,146.58,0.0,Apple Pay
463,193,2023-09-04,184.0,0.0,Google Pay
464,193,2024-03-05,144.66,0.0,Google Pay
465,193,2024-01-21,191.94,19.19,Apple Pay
466,194,2024-02-22,67.88,6.79,Card
467,194,2024-08-15,100.62,5.03,Apple Pay
468,194,2023-11-23,79.66,3.98,Apple Pay
469,195,2023-08-10,91.07,13.66,PayPal
470,195,2023-12-12,238.43,0.0,Apple Pay
471,196,2024-01-03,36.18,0.0,Apple Pay
472,196,2023-08-08,61.3,3.06,Google Pay
473,196,2023-12-06,141.08,14.11,Apple Pay
474,197,2024-01-25,109.61,0.0,Card
475,198,2023-05-15,119.66,0.0,Google Pay
476,198,2023-11-27,26.12,0.0,Card
477,199,2024-04-26,53.27,5.33,PayPal
478,200,2024-09-20,38.44,3.84,PayPal
479,201,2023-09-18,102.73,0.0,Card
480,202,2024-04-04,27.65,0.0,Google Pay
481,203,2023-06-15,41.94,0.0,Google Pay
482,203,2023-09-19,110.43,0.0,Card
483,203,2023-09-01,19.53,0.0,Apple Pay
484,203,2024-04-04,88.66,0.0,Card
485,203,2023-09-05,104.29,0.0,PayPal
486,204,2024-03-10,52.58,0.0,Apple Pay
487,204,2023-08-29,20.11,3.02,Google Pay
488,204,2023-08-24,35.56,5.33,PayPal
489,204,2024-01-06,70.94,0.0,PayPal
490,205,2024-04-28,82.16,12.32,Card
491,205,2023-11-06,90.74,9.07,PayPal
492,205,2023-09-28,65.87,0.0,Apple Pay
493,206,2023-11-27,86.89,13.03,Google Pay
494,206,2023-11-09,118.44,0.0,PayPal
495,207,2023-05-10,27.1,1.36,Google Pay
496,207,2023-03-06,61.89,9.28,Apple Pay
497,207,2023-12-18,103.49,0.0,PayPal
498,207,2023-06-04,124.76,6.24,Google Pay
499,208,2023-12-09,33.85,0.0,Google Pay
500,208,2023-06-13,106.15,10.62,PayPal
501,208,2024-02-15,67.61,0.0,Card
502,209,2024-03-16,91.6,9.16,Apple Pay
503,209,2023-10-27,137.53,13.75,PayPal
504,209,2024-01-07,16.17,1.62,Apple Pay
505,209,2024-07-18,72.43,0.0,Google Pay
506,209,2024-02-28,60.94,0.0,Card
507,210,2023-11-09,194.31,0.0,PayPal
508,210,2023-03-20,29.83,1.49,Card
509,211,2024-07-20,27.06,0.0,Apple Pay
510,211,2024-11-29,218.03,0.0,Card
511,212,2023-11-18,27.78,0.0,Apple Pay
512,213,2023-08-16,85.1,8.51,Google Pay
513,213,2024-06-19,162.95,8.15,Card
514,213,2024-02-14,57.59,0.0,PayPal
515,213,2023-10-09,79.46,7.95,Google Pay
516,214,2023-11-17,90.0,0.0,Card
517,215,2024-01-04,53.18,7.98,Google Pay
518,215,2024-02-12,60.67,0.0,PayPal
519,216,2023-09-23,71.94,3.6,PayPal
520,216,2023-12-14,139.55,13.96,PayPal
521,217,2024-03-27,292.83,29.28,Card
522,217,2023-11-02,70.87,3.54,Apple Pay
523,218,2023-12-19,102.14,5.11,PayPal
524,218,2023-11-26,83.85,0.0,Card
525,218,2024-04-24,60.53,0.0,Card
526,218,2024-03-19,15.96,0.8,PayPal
527,218,2024-06-08,68.56,6.86,PayPal
528,218,2024-02-27,53.51,0.0,PayPal
529,219,2023-12-11,24.83,2.48,Apple Pay
530,219,2024-01-20,134.41,20.16,PayPal
531,219,2023-08-10,52.06,5.21,Card
532,220,2024-07-09,225.01,22.5,Card
533,220,2024-07-08,233.41,11.67,Apple Pay
534,221,2024-08-15,101.14,0.0,Apple Pay
535,222,2024-07-05,124.58,18.69,Google Pay
536,223,2023-12-25,76.61,3.83,PayPal
537,223,2023-10-25,59.24,8.89,PayPal
538,224,2023-08-12,168.71,0.0,Google Pay
539,225,2024-02-17,67.38,6.74,Google Pay
540,226,2023-12-24,79.41,0.0,PayPal
541,227,2024-08-31,32.67,0.0,Apple Pay
542,228,2023-11-22,100.82,0.0,Apple Pay
543,228,2023-11-19,36.78,0.0,PayPal
544,229,2024-09-27,116.07,0.0,Card
545,229,2024-05-17,187.68,0.0,Apple Pay
546,229,2024-04-16,60.7,0.0,Card
547,230,2023-09-17,164.59,0.0,Apple Pay
548,231,2024-01-14,165.67,0.0,Card
549,232,2024-06-20,102.48,0.0,Google Pay
550,233,2023-10-15,110.12,5.51,PayPal
551,233,2023-11-30,78.04,0.0,Card
552,233,2023-06-14,113.9,11.39,Card
553,234,2024-02-16,264.27,39.64,Google Pay
554,234,2023-08-27,81.43,8.14,Card
555,234,2023-10-01,94.55,0.0,Apple Pay
556,234,2023-05-15,94.83,14.22,PayPal
557,235,2023-07-30,109.87,0.0,Card
558,235,2023-11-06,22.35,1.12,Card
559,236,2024-02-18,133.46,6.67,Card
560,237,2023-10-13,217.74,10.89,Card
561,237,2024-07-04,278.71,13.94,PayPal
562,237,2024-02-26,160.47,8.02,PayPal
563,237,2024-03-31,89.45,0.0,Google Pay
564,238,2024-06-07,330.7,0.0,Google Pay
565,238,2024-08-29,132.53,13.25,Apple Pay
566,238,2024-07-02,22.12,2.21,Apple Pay
567,239,2024-08-18,50.42,0.0,Apple Pay
568,239,2024-01-27,87.48,0.0,Google Pay
569,239,2024-11-15,54.63,2.73,Apple Pay
570,239,2024-09-11,37.57,1.88,Apple Pay
571,239,2024-04-29,60.2,6.02,Google Pay
572,239,2024-10-11,69.92,0.0,Card
573,239,2024-07-12,83.74,4.19,Apple Pay
574,240,2024-05-10,71.0,0.0,Card
