order_item_id,order_id,product_category,quantity,unit_price
157,58,Accessories,3,11.52
158,58,Accessories,3,15.92
159,58,Sports,2,43.55
160,58,Beauty,1,88.52
161,58,Accessories,3,1.0
162,59,Clothing,2,14.73
163,59,Accessories,1,73.34
164,59,Electronics,3,73.1
165,59,Home,2,1.0
166,60,Clothing,1,81.35
167,60,Sports,3,25.65
168,60,Clothing,2,81.3
169,60,Accessories,3,1.0
170,61,Clothing,3,68.04
171,61,Beauty,1,1.0
172,62,Sports,1,10.23
173,62,Accessories,2,78.21
174,62,Clothing,1,1.0
175,63,Beauty,2,91.0
176,63,Sports,3,1.0
177,64,Accessories,3,89.42
178,64,Electronics,3,6.4
179,64,Sports,3,35.92
180,64,Home,2,67.52
181,64,Electronics,2,1.0
182,65,Beauty,3,56.93
183,65,Accessories,2,88.57
184,65,Sports,2,8.71
185,65,Sports,1,57.93
186,65,Home,1,1.0
187,66,Accessories,3,81.48
188,66,Accessories,2,1.0
189,67,Accessories,2,45.7
190,68,Accessories,1,85.91
191,68,Home,1,39.51
192,68,Home,3,21.42
193,68,Clothing,3,1.0
194,69,Beauty,1,80.51
195,69,Electronics,2,1.0
196,70,Accessories,3,76.94
197,70,Beauty,1,93.99
198,70,Electronics,3,1.0
199,71,Sports,3,54.21
200,71,Home,3,91.83
201,71,Accessories,1,21.84
202,71,Sports,1,11.83
203,71,Electronics,3,1.0
204,72,Electronics,1,54.56
205,72,Home,1,5.61
206,72,Sports,1,61.86
207,73,Clothing,2,65.56
208,73,Accessories,2,1.0
209,74,Electronics,3,23.0
210,74,Clothing,1,88.15
211,74,Beauty,3,1.0
212,75,Sports,1,27.1
213,75,Electronics,1,89.56
214,75,Home,3,60.78
215,75,Sports,2,1.0
216,76,Electronics,3,10.41
217,76,Sports,3,18.03
218,76,Clothing,1,1.0
219,77,Home,1,55.65
220,77,Sports,3,1.0
221,78,Beauty,3,86.81
222,78,Electronics,2,1.0
223,79,Beauty,1,8.74
224,80,Accessories,2,46.71
225,80,Sports,1,60.42
226,80,Clothing,2,15.68
227,80,Beauty,1,1.0
228,81,Sports,2,24.39
229,82,Home,3,6.02
230,82,Sports,1,28.09
231,82,Accessories,1,75.32
232,82,Electronics,3,46.5
233,82,Beauty,1,1.0
234,83,Beauty,1,37.11
235,84,Sports,2,53.27
236,85,Clothing,2,84.31
237,85,Clothing,2,41.27
238,85,Accessories,3,79.24
239,85,Clothing,2,1.0
240,86,Clothing,3,48.81
241,86,Clothing,1,99.62
242,86,Electronics,2,88.07
243,86,Sports,1,64.16
244,86,Home,3,1.0
245,87,Clothing,2,60.25
246,87,Home,2,37.85
247,87,Clothing,2,25.85
248,87,Electronics,2,1.0
249,88,Electronics,3,99.93
250,88,Electronics,3,80.91
251,88,Sports,2,1.0
252,89,Clothing,3,19.5
253,90,Beauty,1,31.24
254,90,Electronics,2,6.89
255,90,Sports,2,39.95
256,90,Sports,3,1.0
257,91,Electronics,2,93.14
258,91,Clothing,3,1.0
259,92,Beauty,2,51.79
260,92,Clothing,3,8.26
261,92,Electronics,3,8.24
262,93,Accessories,2,92.15
263,93,Sports,3,87.1
264,93,Sports,2,1.0
265,94,Accessories,2,18.24
266,94,Sports,3,27.77
267,94,Electronics,1,85.42
268,94,Clothing,2,62.58
269,94,Sports,2,1.0
270,95,Sports,2,84.6
271,95,Sports,3,95.88
272,95,Sports,1,1.0
273,96,Clothing,3,64.09
274,96,Clothing,2,51.2
275,96,Home,1,1.0
276,97,Beauty,1,39.38
277,97,Home,2,64.2
278,98,Accessories,3,27.66
279,98,Clothing,2,83.52
280,98,Sports,3,85.35
281,98,Clothing,2,64.81
282,98,Clothing,2,1.0
283,99,Electronics,1,8.42
284,99,Home,2,57.15
285,99,Accessories,1,1.0
286,100,Home,3,57.88
287,100,Sports,1,15.9
288,100,Sports,2,15.62
289,100,Sports,3,38.07
290,100,Sports,1,1.0
291,101,Beauty,2,25.18
292,102,Accessories,1,60.79
293,102,Clothing,3,9.65
294,103,Accessories,3,12.79
295,103,Electronics,3,64.97
296,103,Home,2,43.92
297,103,Beauty,2,79.63
298,103,Accessories,1,1.0
299,104,Beauty,1,37.24
300,104,Accessories,1,1.0
301,105,Clothing,1,54.01
302,105,Electronics,1,49.42
303,105,Home,1,14.65
304,105,Beauty,2,21.76
305,105,Accessories,1,44.48
306,106,Clothing,1,55.17
307,107,Beauty,2,44.86
308,108,Accessories,2,51.7
309,108,Electronics,1,27.92
310,108,Home,3,1.0
311,109,Home,2,50.9
312,110,Sports,2,94.61
313,110,Accessories,1,94.82
314,110,Sports,3,1.0
315,111,Sports,2,36.01
316,112,Beauty,1,45.74
317,112,Sports,2,77.65
318,112,Electronics,2,92.02
319,112,Electronics,1,1.0
320,113,Electronics,3,67.44
321,114,Sports,1,51.11
322,114,Sports,1,49.65
323,114,Clothing,3,74.9
324,114,Home,3,1.0
325,115,Clothing,2,53.66
326,115,Home,1,58.49
327,115,Electronics,2,1.0
328,116,Clothing,1,26.22
329,116,Sports,1,89.11
330,116,Home,2,1.0
331,117,Beauty,2,21.36
332,117,Sports,2,23.31
333,118,Clothing,1,79.13
334,118,Beauty,1,76.74
335,118,Sports,3,1.0
336,119,Sports,1,16.8
337,119,Sports,1,102.06
338,120,Home,3,54.85
339,120,Sports,3,35.73
340,120,Electronics,2,56.25
341,120,Sports,3,1.0
342,121,Sports,2,6.62
343,122,Beauty,1,34.47
344,122,Sports,3,18.73
345,122,Home,1,1.0
346,123,Beauty,1,170.64
347,124,Clothing,3,8.28
348,124,Home,1,65.32
349,124,Home,1,77.55
350,125,Accessories,2,92.18
351,125,Beauty,2,5.82
352,125,Clothing,3,31.19
353,125,Home,2,1.0
354,126,Home,1,47.11
355,126,Beauty,1,30.04
356,127,Clothing,1,153.54
357,128,Sports,2,82.04
358,128,Home,2,21.75
359,128,Electronics,3,1.0
360,129,Sports,2,64.76
361,129,Clothing,3,29.28
362,129,Electronics,1,10.64
363,129,Home,3,48.26
364,129,Accessories,1,1.0
365,130,Accessories,3,76.1
366,130,Home,2,1.0
367,131,Clothing,1,52.94
368,132,Clothing,1,58.69
369,132,Accessories,1,1.0
370,133,Electronics,1,122.37
371,134,Home,1,75.6
372,134,Accessories,3,98.21
373,134,Sports,2,98.96
374,134,Accessories,3,1.0
375,135,Electronics,1,27.1
376,136,Clothing,1,95.06
377,137,Electronics,1,19.08
378,137,Electronics,1,22.59
379,137,Home,2,40.01
380,137,Accessories,2,5.95
381,138,Beauty,3,32.08
382,138,Beauty,1,55.66
383,138,Sports,3,99.43
384,138,Electronics,1,91.75
385,138,Home,1,1.0
386,139,Beauty,1,98.74
387,139,Electronics,2,56.27
388,139,Home,3,60.02
389,139,Clothing,2,82.41
390,139,Accessories,2,1.0
391,140,Accessories,1,42.18
392,140,Electronics,2,9.26
393,141,Accessories,2,81.26
394,141,Accessories,2,62.17
395,141,Sports,3,26.25
396,141,Accessories,3,18.14
397,141,Clothing,1,1.0
398,142,Clothing,3,109.6
399,143,Clothing,2,95.32
400,143,Electronics,1,32.22
401,143,Home,2,1.0
402,144,Accessories,2,23.98
403,144,Home,1,70.02
404,144,Home,2,1.0
405,145,Accessories,2,82.16
406,145,Accessories,1,99.21
407,145,Electronics,3,47.75
408,145,Sports,2,89.13
409,145,Accessories,1,1.0
410,146,Clothing,3,4.36
411,147,Electronics,2,43.17
412,148,Sports,3,96.32
413,148,Sports,2,9.98
414,148,Electronics,2,1.0
415,149,Clothing,3,50.57
416,149,Electronics,2,31.12
417,149,Beauty,3,34.4
418,149,Sports,1,1.0
419,150,Beauty,1,45.95
420,150,Home,3,10.99
421,150,Electronics,2,2.59
422,151,Home,3,80.87
423,151,Electronics,1,27.13
424,151,Accessories,2,1.0
425,152,Home,2,64.7
426,153,Clothing,1,37.5
427,153,Sports,1,24.93
428,153,Electronics,2,2.8
429,154,Clothing,3,99.84
430,154,Beauty,1,1.0
431,155,Clothing,1,6.87
432,155,Beauty,2,69.85
433,155,Sports,3,86.73
434,155,Beauty,2,78.09
435,155,Beauty,1,1.0
436,156,Sports,2,48.04
437,156,Home,3,79.43
438,156,Home,1,57.86
439,156,Clothing,1,11.56
440,156,Accessories,1,1.0
441,157,Home,2,48.83
442,157,Home,1,1.0
443,158,Accessories,3,37.52
444,158,Electronics,2,44.73
445,158,Clothing,1,63.44
446,158,Accessories,3,11.11
447,158,Accessories,3,1.0
448,159,Home,1,220.83
449,160,Clothing,3,79.12
450,160,Electronics,1,14.09
451,160,Home,3,55.79
452,160,Clothing,2,28.81
453,160,Beauty,2,1.0
454,161,Sports,1,67.4
455,161,Beauty,3,11.28
456,162,Sports,3,91.97
457,162,Home,2,70.76
458,162,Home,1,34.46
459,162,Electronics,1,1.0
460,163,Beauty,3,27.69
461,163,Electronics,1,1.0
462,164,Accessories,3,13.72
463,165,Home,3,38.6
464,165,Accessories,3,1.0
465,166,Accessories,1,44.99
466,166,Sports,1,79.12
467,166,Clothing,3,9.05
468,167,Electronics,2,21.96
469,168,Beauty,3,38.96
470,169,Beauty,3,19.27
471,170,Beauty,2,5.58
472,170,Home,2,34.38
473,170,Beauty,1,17.14
474,171,Accessories,3,21.21
475,171,Beauty,3,19.48
476,171,Electronics,2,1.0
477,172,Accessories,2,74.56
478,172,Electronics,3,79.02
479,172,Home,2,22.49
480,172,Electronics,3,76.72
481,172,Sports,2,1.0
482,173,Clothing,2,38.67
483,173,Clothing,3,21.81
484,173,Electronics,3,66.67
485,173,Clothing,2,85.03
486,173,Electronics,3,1.0
487,174,Electronics,1,10.33
488,174,Accessories,2,39.24
489,174,Home,2,9.2
490,174,Accessories,3,1.0
491,175,Electronics,3,96.5
492,175,Accessories,2,56.52
493,175,Beauty,2,87.0
494,175,Sports,2,95.79
495,175,Accessories,2,1.0
496,176,Beauty,2,92.46
497,176,Home,1,133.74
498,177,Clothing,3,94.3
499,177,Electronics,1,74.25
500,177,Beauty,3,17.4
501,177,Home,3,1.0
502,178,Clothing,1,95.42
503,178,Clothing,3,13.33
504,179,Electronics,1,26.55
505,179,Electronics,2,5.86
506,179,Accessories,2,43.09
507,180,Sports,2,86.88
508,180,Beauty,1,51.79
509,180,Home,2,1.0
510,181,Clothing,2,74.5
511,181,Beauty,3,1.0
512,182,Accessories,3,6.91
513,183,Electronics,2,17.44
514,183,Clothing,2,16.46
515,183,Beauty,3,45.1
516,183,Home,1,1.0
517,184,Sports,2,63.44
518,184,Accessories,2,53.59
519,184,Accessories,2,1.0
520,185,Clothing,2,44.34
521,185,Electronics,2,41.13
522,185,Accessories,2,21.36
523,185,Home,3,55.26
524,185,Beauty,1,1.0
525,186,Clothing,1,71.34
526,186,Home,2,95.74
527,186,Home,2,69.2
528,186,Home,1,65.16
529,186,Home,3,1.0
530,187,Beauty,2,45.19
531,187,Beauty,1,28.45
532,187,Accessories,2,1.0
533,188,Beauty,1,187.47
534,189,Electronics,3,19.41
535,190,Clothing,3,8.85
536,191,Accessories,1,42.76
537,191,Home,1,29.43
538,191,Sports,3,16.66
539,192,Accessories,1,99.57
540,192,Home,3,1.0
541,193,Beauty,2,55.54
542,194,Beauty,2,46.75
543,194,Beauty,3,44.65
544,194,Accessories,2,48.12
545,194,Sports,2,33.02
546,194,Home,3,1.0
547,195,Sports,2,75.57
548,195,Clothing,1,16.49
549,195,Clothing,1,70.33
550,195,Clothing,3,50.62
551,195,Beauty,3,1.0
552,196,Beauty,2,70.14
553,196,Electronics,3,53.08
554,196,Electronics,2,68.59
555,196,Sports,2,36.63
556,196,Clothing,3,1.0
557,197,Electronics,3,59.4
558,197,Home,2,1.0
559,198,Accessories,3,44.14
560,199,Clothing,1,24.87
561,199,Beauty,2,89.89
562,199,Sports,1,61.29
563,199,Sports,1,60.3
564,199,Clothing,1,1.0
565,200,Clothing,3,75.79
566,200,Beauty,1,98.28
567,200,Sports,2,39.27
568,200,Beauty,1,1.0
569,201,Accessories,3,81.84
570,201,Beauty,3,10.16
571,201,Clothing,2,40.73
572,201,Beauty,1,28.68
573,201,Home,1,1.0
574,202,Home,3,24.01
575,202,Sports,3,8.86
576,202,Electronics,3,42.51
577,202,Beauty,2,12.65
578,202,Home,2,1.0
579,203,Beauty,1,88.38
580,203,Accessories,1,77.76
581,203,Beauty,3,1.0
582,204,Accessories,3,28.67
583,204,Accessories,3,70.15
584,204,Home,3,11.29
585,204,Accessories,2,1.0
586,205,Beauty,3,48.4
587,206,Beauty,1,42.29
588,206,Clothing,1,1.0
589,207,Clothing,1,43.93
590,207,Electronics,3,17.05
591,207,Clothing,1,91.42
592,207,Sports,2,86.04
593,207,Electronics,2,1.0
594,208,Beauty,1,80.88
595,208,Sports,3,21.14
596,208,Accessories,3,1.0
597,209,Electronics,2,17.77
598,209,Sports,3,54.08
599,209,Beauty,2,92.29
600,209,Electronics,3,1.0
601,210,Home,3,82.18
602,210,Accessories,2,79.46
603,210,Sports,1,1.0
604,211,Clothing,1,62.05
605,212,Accessories,3,46.32
606,212,Sports,2,52.28
607,212,Beauty,1,1.0
608,213,Sports,2,132.57
609,214,Sports,1,252.98
610,215,Home,1,168.28
611,216,Clothing,1,68.92
612,216,Home,1,1.0
613,217,Clothing,3,88.83
614,217,Accessories,2,1.0
615,218,Clothing,2,25.93
616,219,Home,3,34.47
617,219,Electronics,1,73.85
618,219,Beauty,1,68.84
619,219,Home,2,83.61
620,219,Beauty,2,1.0
621,220,Home,1,162.58
622,221,Electronics,1,86.77
623,221,Electronics,2,23.95
624,221,Accessories,1,1.0
625,222,Sports,1,23.04
626,222,Sports,3,44.61
627,222,Beauty,3,94.13
628,222,Accessories,1,1.0
629,223,Clothing,3,74.19
630,223,Beauty,1,38.96
631,224,Accessories,2,97.28
632,224,Sports,1,26.42
633,224,Beauty,1,1.0
634,225,Sports,2,91.77
635,225,Accessories,2,6.42
636,225,Electronics,3,97.03
637,225,Clothing,2,33.55
638,225,Electronics,1,1.0
639,226,Clothing,3,79.33
640,226,Clothing,1,19.79
641,226,Electronics,3,85.46
642,226,Clothing,1,5.1
643,226,Electronics,3,1.0
644,227,Home,1,79.09
645,227,Electronics,1,11.54
646,228,Sports,1,23.96
647,228,Beauty,3,11.55
648,228,Electronics,1,14.31
649,228,Electronics,1,1.0
650,229,Home,1,149.16
651,230,Clothing,1,52.09
652,231,Clothing,3,7.51
653,232,Accessories,1,116.02
654,233,Beauty,2,79.12
655,233,Home,2,8.4
656,233,Electronics,3,14.04
657,233,Beauty,1,1.0
658,234,Home,1,61.32
659,234,Sports,2,39.8
660,234,Sports,3,94.56
661,234,Sports,2,71.69
662,234,Accessories,3,1.0
663,235,Home,2,30.06
664,235,Home,2,1.0
665,236,Electronics,2,12.23
666,236,Clothing,1,86.59
667,236,Beauty,1,30.59
668,236,Clothing,1,41.06
669,236,Accessories,3,1.0
670,237,Clothing,2,60.89
671,237,Beauty,1,8.15
672,237,Electronics,3,1.0
673,238,Home,2,86.71
674,238,Accessories,2,54.29
675,238,Beauty,3,32.12
676,238,Sports,3,91.27
677,238,Accessories,3,1.0
678,239,Clothing,1,69.7
679,239,Clothing,2,56.4
680,239,Electronics,1,35.22
681,239,Beauty,2,58.91
682,239,Accessories,2,1.0
683,240,Beauty,1,10.94
684,240,Electronics,1,45.1
685,240,Beauty,2,22.85
686,240,Sports,3,1.0
687,241,Accessories,1,11.88
688,241,Clothing,3,10.99
689,242,Accessories,2,140.25
690,243,Home,2,58.72
691,243,Sports,2,42.18
692,243,Electronics,2,38.32
693,243,Beauty,1,1.0
694,244,Home,2,104.67
695,245,Sports,1,47.61
696,245,Accessories,2,1.0
697,246,Home,2,74.49
698,246,Sports,1,1.0
699,247,Sports,3,80.19
700,247,Home,2,81.1
701,247,Home,3,90.74
702,247,Electronics,3,6.77
703,247,Home,2,1.0
704,248,Beauty,1,35.94
705,248,Sports,2,11.87
706,248,Home,2,21.18
707,248,Clothing,1,15.76
708,248,Beauty,2,47.1
709,249,Beauty,1,62.07
710,250,Clothing,3,99.52
711,250,Clothing,2,60.26
712,250,Accessories,1,1.0
713,251,Electronics,3,68.75
714,251,Beauty,1,62.45
715,251,Electronics,2,94.3
716,251,Clothing,2,20.73
717,251,Beauty,1,1.0
718,252,Clothing,3,32.72
719,252,Accessories,1,48.93
720,252,Clothing,2,27.53
721,252,Sports,2,1.0
722,253,Beauty,3,36.98
723,253,Beauty,2,1.0
724,254,Sports,2,96.23
725,254,Accessories,3,36.16
726,254,Accessories,2,1.0
727,255,Sports,1,67.47
728,255,Sports,1,45.24
729,255,Clothing,2,5.13
730,256,Clothing,3,89.42
731,256,Accessories,3,1.0
732,257,Clothing,2,40.76
733,257,Home,1,18.99
734,257,Home,3,14.32
735,257,Sports,2,55.21
736,257,Clothing,2,1.0
737,258,Clothing,3,16.01
738,259,Beauty,2,91.11
739,260,Clothing,3,21.39
740,260,Beauty,2,23.02
741,260,Clothing,3,30.8
742,260,Clothing,3,44.36
743,260,Beauty,2,1.0
744,261,Beauty,3,134.36
745,262,Sports,2,16.18
746,262,Electronics,2,90.22
747,262,Accessories,2,86.17
748,262,Clothing,1,8.31
749,262,Home,3,1.0
750,263,Electronics,1,85.85
751,263,Beauty,3,38.96
752,263,Clothing,2,1.0
753,264,Home,2,12.5
754,264,Clothing,2,11.14
755,264,Beauty,1,53.95
756,265,Electronics,3,61.81
757,265,Electronics,1,79.38
758,265,Home,3,96.68
759,265,Sports,1,59.5
760,265,Clothing,1,1.0
761,266,Electronics,3,12.11
762,267,Sports,1,77.59
763,267,Clothing,2,10.61
764,268,Accessories,3,83.51
765,268,Electronics,1,65.05
766,268,Sports,3,1.0
767,269,Clothing,2,43.98
768,269,Clothing,2,23.5
769,269,Sports,1,1.0
770,270,Clothing,1,81.28
771,270,Electronics,1,1.0
772,271,Home,3,29.84
773,271,Beauty,3,91.4
774,271,Clothing,2,1.0
775,272,Home,1,65.6
776,272,Electronics,1,51.24
777,272,Beauty,1,1.0
778,273,Home,3,17.6
779,274,Beauty,2,43.35
780,274,Electronics,2,73.68
781,274,Electronics,3,1.0
782,275,Sports,1,120.35
783,276,Sports,3,26.63
784,276,Electronics,2,75.61
785,276,Sports,1,92.16
786,276,Clothing,1,1.0
787,277,Beauty,2,53.63
788,277,Sports,1,63.02
789,277,Electronics,1,68.0
790,277,Sports,3,71.17
791,277,Electronics,2,1.0
792,278,Beauty,2,52.23
793,278,Beauty,1,1.0
794,279,Accessories,3,95.11
795,279,Electronics,3,72.99
796,279,Accessories,2,1.0
797,280,Home,2,24.71
798,280,Accessories,1,35.08
799,281,Beauty,2,49.92
800,282,Home,1,32.39
801,282,Electronics,1,66.69
802,282,Clothing,2,97.11
803,282,Clothing,3,1.0
804,283,Sports,3,28.88
805,283,Sports,2,35.47
806,283,Clothing,1,11.76
807,283,Accessories,2,57.47
808,283,Electronics,1,1.0
809,284,Electronics,1,34.12
810,284,Beauty,2,42.65
811,284,Home,3,67.31
812,284,Home,1,1.0
813,285,Accessories,3,26.37
814,285,Sports,2,90.36
815,285,Accessories,1,1.0
816,286,Sports,2,51.7
817,286,Accessories,2,94.27
818,286,Home,3,10.81
819,286,Home,3,23.89
820,286,Electronics,2,1.0
821,287,Home,1,17.46
822,287,Home,1,26.4
823,287,Accessories,3,19.05
824,287,Accessories,1,1.0
825,288,Accessories,3,98.16
826,288,Accessories,2,73.79
827,288,Clothing,1,58.82
828,288,Sports,3,94.1
829,288,Electronics,1,1.0
830,289,Electronics,2,80.35
831,289,Clothing,2,1.0
832,290,Beauty,3,24.25
833,290,Electronics,1,70.61
834,291,Accessories,2,79.9
835,291,Electronics,1,43.23
836,291,Home,1,40.98
837,291,Electronics,2,1.0
838,292,Beauty,2,72.42
839,292,Sports,3,1.64
840,293,Beauty,2,115.78
841,294,Electronics,1,67.77
842,294,Accessories,1,58.73
843,294,Sports,3,80.91
844,294,Beauty,2,49.64
845,294,Home,2,1.0
846,295,Electronics,3,34.09
847,295,Clothing,2,31.57
848,295,Clothing,2,67.98
849,295,Clothing,2,83.54
850,295,Home,1,1.0
851,296,Beauty,3,66.23
852,296,Sports,1,27.1
853,296,Sports,1,35.45
854,296,Electronics,1,1.0
855,297,Clothing,3,83.49
856,297,Accessories,1,1.0
857,298,Sports,1,81.48
858,298,Sports,1,14.37
859,298,Accessories,3,3.14
860,299,Accessories,1,61.77
861,299,Home,2,68.66
862,299,Clothing,2,98.87
863,299,Clothing,2,63.56
864,299,Sports,1,1.0
865,300,Clothing,2,78.26
866,300,Sports,2,80.88
867,300,Accessories,3,1.0
868,301,Sports,1,31.2
869,301,Clothing,1,39.99
870,301,Home,1,34.59
871,301,Home,1,1.0
872,302,Home,1,70.34
873,302,Sports,1,75.55
874,302,Sports,3,36.08
875,302,Accessories,1,1.0
876,303,Home,1,77.62
877,303,Home,3,21.05
878,303,Beauty,2,15.35
879,303,Clothing,3,1.0
880,304,Accessories,1,59.63
881,304,Home,2,56.48
882,304,Accessories,3,92.41
883,304,Beauty,3,1.0
884,305,Sports,3,13.94
885,305,Home,2,44.5
886,305,Beauty,3,1.0
887,306,Sports,3,98.04
888,306,Electronics,2,46.11
889,306,Beauty,1,1.0
890,307,Clothing,1,49.04
891,307,Accessories,2,38.17
892,307,Electronics,1,1.0
893,308,Sports,1,33.74
894,308,Beauty,1,142.61
895,309,Home,1,15.66
896,309,Accessories,1,25.35
897,309,Electronics,2,57.01
898,309,Electronics,2,13.23
899,309,Clothing,2,1.0
900,310,Clothing,1,82.57
901,310,Electronics,3,21.91
902,310,Electronics,2,6.66
903,310,Beauty,3,74.32
904,310,Home,1,1.0
905,311,Home,2,84.59
906,311,Electronics,1,57.29
907,311,Sports,1,49.17
908,311,Sports,3,34.27
909,311,Accessories,2,1.0
910,312,Home,1,64.12
911,312,Home,2,28.02
912,312,Sports,3,1.0
913,313,Clothing,2,8.24
914,313,Accessories,1,78.02
915,313,Home,1,84.64
916,313,Beauty,2,1.0
917,314,Home,2,36.55
918,314,Sports,1,1.0
919,315,Home,2,23.3
920,315,Clothing,2,1.0
921,316,Clothing,2,45.29
922,316,Accessories,1,72.39
923,316,Clothing,3,1.0
924,317,Accessories,2,10.76
925,318,Home,1,20.65
926,318,Sports,2,13.66
927,318,Home,1,31.56
928,319,Accessories,1,76.68
929,319,Home,1,45.44
930,319,Accessories,3,44.41
931,319,Accessories,2,1.0
932,320,Accessories,1,85.05
933,320,Electronics,2,36.42
934,320,Clothing,2,53.75
935,320,Electronics,3,1.0
936,321,Beauty,1,83.58
937,321,Electronics,3,50.86
938,321,Accessories,2,1.0
939,322,Electronics,1,21.24
940,322,Home,2,31.27
941,322,Electronics,1,47.33
942,322,Sports,3,1.0
943,323,Sports,2,19.82
944,323,Beauty,3,15.43
945,324,Sports,2,15.01
946,324,Clothing,2,60.71
947,324,Electronics,2,98.67
948,324,Accessories,2,6.54
949,324,Clothing,1,1.0
950,325,Accessories,3,21.01
951,325,Sports,3,36.48
952,325,Clothing,2,85.3
953,325,Beauty,2,1.0
954,326,Clothing,1,68.37
955,326,Home,2,83.53
956,327,Clothing,3,59.6
957,327,Accessories,3,55.47
958,327,Sports,1,88.67
959,327,Accessories,2,1.0
960,328,Sports,2,21.16
961,328,Electronics,3,2.39
962,329,Home,3,80.19
963,329,Beauty,3,1.0
